user_id,tweet_id,note_type,helpfulness_raw,helpfulness_score
315,31,LLMnote,helpful,1.0
315,34,Community,somewhat helpful,0.5
315,34,LLMnote,not helpful,0.0
315,36,Community,helpful,1.0
315,36,LLMnote,somewhat helpful,0.5
315,52,Community,somewhat helpful,0.5
315,52,LLMnote,not helpful,0.0
315,57,Community,somewhat helpful,0.5
315,57,LLMnote,helpful,1.0
315,60,Community,helpful,1.0
315,60,LLMnote,somewhat helpful,0.5
315,76,Community,helpful,1.0
315,76,LLMnote,somewhat helpful,0.5
315,77,Community,somewhat helpful,0.5
315,77,LLMnote,somewhat helpful,0.5
315,91,Community,helpful,1.0
315,91,LLMnote,helpful,1.0
315,110,Community,somewhat helpful,0.5
315,110,LLMnote,not helpful,0.0
315,112,Community,somewhat helpful,0.5
315,112,LLMnote,not helpful,0.0
315,124,Community,somewhat helpful,0.5
315,124,LLMnote,helpful,1.0
322,7,Community,helpful,1.0
322,7,LLMnote,somewhat helpful,0.5
322,12,Community,somewhat helpful,0.5
322,12,LLMnote,helpful,1.0
322,16,Community,somewhat helpful,0.5
322,16,LLMnote,helpful,1.0
322,24,Community,helpful,1.0
322,24,LLMnote,somewhat helpful,0.5
322,32,Community,helpful,1.0
322,32,LLMnote,somewhat helpful,0.5
322,49,Community,somewhat helpful,0.5
322,49,LLMnote,helpful,1.0
322,59,Community,somewhat helpful,0.5
322,59,LLMnote,helpful,1.0
322,65,Community,somewhat helpful,0.5
322,65,LLMnote,somewhat helpful,0.5
322,68,Community,somewhat helpful,0.5
322,68,LLMnote,helpful,1.0
322,70,Community,helpful,1.0
322,70,LLMnote,helpful,1.0
322,72,Community,somewhat helpful,0.5
322,72,LLMnote,somewhat helpful,0.5
322,74,Community,helpful,1.0
322,74,LLMnote,somewhat helpful,0.5
322,75,Community,somewhat helpful,0.5
322,75,LLMnote,helpful,1.0
322,76,Community,somewhat helpful,0.5
322,76,LLMnote,helpful,1.0
322,98,Community,somewhat helpful,0.5
322,98,LLMnote,helpful,1.0
322,99,Community,helpful,1.0
322,99,LLMnote,somewhat helpful,0.5
322,101,Community,somewhat helpful,0.5
322,101,LLMnote,helpful,1.0
322,102,Community,somewhat helpful,0.5
322,102,LLMnote,helpful,1.0
322,111,Community,helpful,1.0
322,111,LLMnote,helpful,1.0
322,123,Community,somewhat helpful,0.5
322,123,LLMnote,helpful,1.0
314,35,Community,somewhat helpful,0.5
314,35,LLMnote,helpful,1.0
314,59,Community,somewhat helpful,0.5
314,59,LLMnote,somewhat helpful,0.5
314,68,Community,somewhat helpful,0.5
314,68,LLMnote,somewhat helpful,0.5
314,69,Community,somewhat helpful,0.5
314,69,LLMnote,helpful,1.0
314,70,Community,somewhat helpful,0.5
314,70,LLMnote,helpful,1.0
314,72,Community,somewhat helpful,0.5
314,72,LLMnote,helpful,1.0
314,74,Community,somewhat helpful,0.5
314,74,LLMnote,somewhat helpful,0.5
314,81,Community,somewhat helpful,0.5
314,81,LLMnote,helpful,1.0
314,82,Community,somewhat helpful,0.5
314,82,LLMnote,helpful,1.0
314,83,Community,somewhat helpful,0.5
314,83,LLMnote,helpful,1.0
314,85,Community,somewhat helpful,0.5
314,85,LLMnote,helpful,1.0
314,98,Community,somewhat helpful,0.5
314,98,LLMnote,helpful,1.0
314,99,Community,somewhat helpful,0.5
314,99,LLMnote,helpful,1.0
314,102,Community,somewhat helpful,0.5
314,102,LLMnote,helpful,1.0
314,106,Community,somewhat helpful,0.5
314,106,LLMnote,helpful,1.0
314,107,Community,somewhat helpful,0.5
314,107,LLMnote,helpful,1.0
314,109,Community,somewhat helpful,0.5
314,109,LLMnote,helpful,1.0
314,111,Community,somewhat helpful,0.5
314,111,LLMnote,helpful,1.0
314,114,Community,somewhat helpful,0.5
314,114,LLMnote,helpful,1.0
314,122,Community,somewhat helpful,0.5
314,122,LLMnote,helpful,1.0
326,30,Community,somewhat helpful,0.5
326,30,LLMnote,helpful,1.0
326,32,Community,somewhat helpful,0.5
326,32,LLMnote,helpful,1.0
326,52,Community,somewhat helpful,0.5
326,52,LLMnote,helpful,1.0
326,57,Community,somewhat helpful,0.5
326,57,LLMnote,helpful,1.0
326,59,Community,somewhat helpful,0.5
326,59,LLMnote,helpful,1.0
326,60,Community,somewhat helpful,0.5
326,60,LLMnote,helpful,1.0
326,69,Community,somewhat helpful,0.5
326,69,LLMnote,helpful,1.0
326,75,Community,somewhat helpful,0.5
326,75,LLMnote,helpful,1.0
326,76,Community,not helpful,0.0
326,76,LLMnote,helpful,1.0
326,77,Community,somewhat helpful,0.5
326,77,LLMnote,helpful,1.0
326,81,Community,somewhat helpful,0.5
326,81,LLMnote,helpful,1.0
326,86,Community,somewhat helpful,0.5
326,86,LLMnote,somewhat helpful,0.5
326,91,Community,somewhat helpful,0.5
326,91,LLMnote,helpful,1.0
326,92,Community,somewhat helpful,0.5
326,92,LLMnote,helpful,1.0
326,99,Community,somewhat helpful,0.5
326,99,LLMnote,helpful,1.0
326,109,Community,somewhat helpful,0.5
326,109,LLMnote,helpful,1.0
326,110,Community,somewhat helpful,0.5
326,110,LLMnote,helpful,1.0
326,122,Community,somewhat helpful,0.5
326,122,LLMnote,helpful,1.0
326,123,Community,somewhat helpful,0.5
326,123,LLMnote,somewhat helpful,0.5
326,124,Community,somewhat helpful,0.5
326,124,LLMnote,helpful,1.0
339,1,Community,somewhat helpful,0.5
339,1,LLMnote,somewhat helpful,0.5
339,2,Community,somewhat helpful,0.5
339,2,LLMnote,helpful,1.0
339,3,Community,somewhat helpful,0.5
339,3,LLMnote,helpful,1.0
339,7,Community,helpful,1.0
339,7,LLMnote,helpful,1.0
339,16,Community,somewhat helpful,0.5
339,16,LLMnote,helpful,1.0
339,19,Community,helpful,1.0
339,19,LLMnote,somewhat helpful,0.5
339,24,Community,somewhat helpful,0.5
339,24,LLMnote,helpful,1.0
339,28,Community,somewhat helpful,0.5
339,28,LLMnote,somewhat helpful,0.5
339,29,Community,somewhat helpful,0.5
339,29,LLMnote,helpful,1.0
339,30,Community,helpful,1.0
339,30,LLMnote,somewhat helpful,0.5
339,65,Community,somewhat helpful,0.5
339,65,LLMnote,somewhat helpful,0.5
339,68,Community,helpful,1.0
339,68,LLMnote,somewhat helpful,0.5
339,77,Community,not helpful,0.0
339,77,LLMnote,helpful,1.0
339,79,Community,helpful,1.0
339,79,LLMnote,somewhat helpful,0.5
339,81,Community,somewhat helpful,0.5
339,81,LLMnote,helpful,1.0
339,86,Community,somewhat helpful,0.5
339,86,LLMnote,helpful,1.0
339,91,Community,somewhat helpful,0.5
339,91,LLMnote,helpful,1.0
339,111,Community,not helpful,0.0
339,111,LLMnote,somewhat helpful,0.5
339,122,Community,not helpful,0.0
339,122,LLMnote,helpful,1.0
339,124,Community,somewhat helpful,0.5
339,124,LLMnote,helpful,1.0
333,7,Community,not helpful,0.0
333,7,LLMnote,helpful,1.0
333,23,Community,not helpful,0.0
333,23,LLMnote,somewhat helpful,0.5
333,24,Community,not helpful,0.0
333,24,LLMnote,helpful,1.0
333,29,Community,somewhat helpful,0.5
333,29,LLMnote,helpful,1.0
333,59,Community,somewhat helpful,0.5
333,59,LLMnote,helpful,1.0
333,62,Community,somewhat helpful,0.5
333,62,LLMnote,helpful,1.0
333,65,Community,somewhat helpful,0.5
333,65,LLMnote,helpful,1.0
333,68,Community,not helpful,0.0
333,68,LLMnote,helpful,1.0
333,75,Community,somewhat helpful,0.5
333,75,LLMnote,helpful,1.0
333,79,Community,not helpful,0.0
333,79,LLMnote,helpful,1.0
333,82,Community,somewhat helpful,0.5
333,82,LLMnote,helpful,1.0
333,83,Community,somewhat helpful,0.5
333,83,LLMnote,helpful,1.0
333,85,Community,somewhat helpful,0.5
333,85,LLMnote,helpful,1.0
333,94,Community,somewhat helpful,0.5
333,94,LLMnote,somewhat helpful,0.5
333,98,Community,not helpful,0.0
333,98,LLMnote,helpful,1.0
333,101,Community,somewhat helpful,0.5
333,101,LLMnote,helpful,1.0
333,106,Community,somewhat helpful,0.5
333,106,LLMnote,helpful,1.0
333,107,Community,not helpful,0.0
333,107,LLMnote,helpful,1.0
333,109,Community,somewhat helpful,0.5
333,109,LLMnote,helpful,1.0
333,142,Community,somewhat helpful,0.5
333,142,LLMnote,helpful,1.0
375,2,Community,helpful,1.0
375,2,LLMnote,not helpful,0.0
375,3,Community,somewhat helpful,0.5
375,3,LLMnote,somewhat helpful,0.5
375,21,Community,somewhat helpful,0.5
375,21,LLMnote,helpful,1.0
375,30,Community,somewhat helpful,0.5
375,30,LLMnote,not helpful,0.0
375,34,Community,somewhat helpful,0.5
375,34,LLMnote,somewhat helpful,0.5
375,35,Community,somewhat helpful,0.5
375,35,LLMnote,helpful,1.0
375,36,Community,not helpful,0.0
375,36,LLMnote,helpful,1.0
375,50,Community,not helpful,0.0
375,50,LLMnote,helpful,1.0
375,52,Community,not helpful,0.0
375,52,LLMnote,helpful,1.0
375,60,Community,somewhat helpful,0.5
375,60,LLMnote,helpful,1.0
375,79,Community,helpful,1.0
375,79,LLMnote,somewhat helpful,0.5
375,81,Community,somewhat helpful,0.5
375,81,LLMnote,helpful,1.0
375,85,Community,somewhat helpful,0.5
375,85,LLMnote,somewhat helpful,0.5
375,86,Community,somewhat helpful,0.5
375,86,LLMnote,helpful,1.0
375,94,Community,somewhat helpful,0.5
375,94,LLMnote,helpful,1.0
375,106,Community,helpful,1.0
375,106,LLMnote,helpful,1.0
375,112,Community,not helpful,0.0
375,112,LLMnote,helpful,1.0
375,114,Community,somewhat helpful,0.5
375,114,LLMnote,helpful,1.0
375,122,Community,somewhat helpful,0.5
375,122,LLMnote,somewhat helpful,0.5
375,124,Community,not helpful,0.0
375,124,LLMnote,helpful,1.0
376,1,Community,helpful,1.0
376,1,LLMnote,somewhat helpful,0.5
376,19,Community,somewhat helpful,0.5
376,19,LLMnote,helpful,1.0
376,23,Community,somewhat helpful,0.5
376,23,LLMnote,somewhat helpful,0.5
376,28,Community,somewhat helpful,0.5
376,28,LLMnote,helpful,1.0
376,29,Community,somewhat helpful,0.5
376,29,LLMnote,somewhat helpful,0.5
376,31,Community,somewhat helpful,0.5
376,31,LLMnote,helpful,1.0
376,46,Community,somewhat helpful,0.5
376,46,LLMnote,helpful,1.0
376,57,Community,somewhat helpful,0.5
376,57,LLMnote,helpful,1.0
376,62,Community,helpful,1.0
376,62,LLMnote,somewhat helpful,0.5
376,69,Community,somewhat helpful,0.5
376,69,LLMnote,somewhat helpful,0.5
376,77,Community,not helpful,0.0
376,77,LLMnote,helpful,1.0
376,82,Community,somewhat helpful,0.5
376,82,LLMnote,helpful,1.0
376,83,Community,helpful,1.0
376,83,LLMnote,somewhat helpful,0.5
376,91,Community,helpful,1.0
376,91,LLMnote,somewhat helpful,0.5
376,92,Community,somewhat helpful,0.5
376,92,LLMnote,helpful,1.0
376,93,Community,somewhat helpful,0.5
376,93,LLMnote,somewhat helpful,0.5
376,107,Community,not helpful,0.0
376,107,LLMnote,somewhat helpful,0.5
376,109,Community,not helpful,0.0
376,109,LLMnote,helpful,1.0
376,110,Community,somewhat helpful,0.5
376,110,LLMnote,somewhat helpful,0.5
376,142,Community,somewhat helpful,0.5
376,142,LLMnote,somewhat helpful,0.5
337,2,Community,helpful,1.0
337,2,LLMnote,somewhat helpful,0.5
337,3,Community,helpful,1.0
337,3,LLMnote,somewhat helpful,0.5
337,19,Community,somewhat helpful,0.5
337,19,LLMnote,helpful,1.0
337,23,Community,somewhat helpful,0.5
337,23,LLMnote,helpful,1.0
337,24,Community,not helpful,0.0
337,24,LLMnote,somewhat helpful,0.5
337,28,Community,somewhat helpful,0.5
337,28,LLMnote,helpful,1.0
337,29,Community,somewhat helpful,0.5
337,29,LLMnote,helpful,1.0
337,49,Community,somewhat helpful,0.5
337,49,LLMnote,somewhat helpful,0.5
337,52,Community,helpful,1.0
337,52,LLMnote,helpful,1.0
337,62,Community,somewhat helpful,0.5
337,62,LLMnote,helpful,1.0
337,65,Community,helpful,1.0
337,65,LLMnote,helpful,1.0
337,69,Community,somewhat helpful,0.5
337,69,LLMnote,somewhat helpful,0.5
337,72,Community,somewhat helpful,0.5
337,72,LLMnote,helpful,1.0
337,75,Community,somewhat helpful,0.5
337,75,LLMnote,somewhat helpful,0.5
337,81,Community,helpful,1.0
337,81,LLMnote,somewhat helpful,0.5
337,86,Community,helpful,1.0
337,86,LLMnote,somewhat helpful,0.5
337,91,Community,somewhat helpful,0.5
337,91,LLMnote,helpful,1.0
337,99,Community,helpful,1.0
337,99,LLMnote,helpful,1.0
337,123,Community,somewhat helpful,0.5
337,123,LLMnote,somewhat helpful,0.5
337,142,Community,somewhat helpful,0.5
337,142,LLMnote,helpful,1.0
316,30,Community,helpful,1.0
316,30,LLMnote,somewhat helpful,0.5
316,31,Community,not helpful,0.0
316,31,LLMnote,somewhat helpful,0.5
316,32,Community,not helpful,0.0
316,32,LLMnote,somewhat helpful,0.5
316,35,Community,helpful,1.0
316,35,LLMnote,somewhat helpful,0.5
316,57,Community,not helpful,0.0
316,57,LLMnote,somewhat helpful,0.5
316,59,Community,not helpful,0.0
316,59,LLMnote,somewhat helpful,0.5
316,68,Community,not helpful,0.0
316,68,LLMnote,somewhat helpful,0.5
316,72,Community,not helpful,0.0
316,72,LLMnote,helpful,1.0
316,74,Community,not helpful,0.0
316,74,LLMnote,helpful,1.0
316,75,Community,not helpful,0.0
316,75,LLMnote,helpful,1.0
316,77,Community,not helpful,0.0
316,77,LLMnote,somewhat helpful,0.5
316,94,Community,not helpful,0.0
316,94,LLMnote,somewhat helpful,0.5
316,99,Community,somewhat helpful,0.5
316,99,LLMnote,helpful,1.0
316,102,Community,somewhat helpful,0.5
316,102,LLMnote,helpful,1.0
316,106,Community,not helpful,0.0
316,106,LLMnote,helpful,1.0
316,109,Community,somewhat helpful,0.5
316,109,LLMnote,helpful,1.0
316,112,Community,somewhat helpful,0.5
316,112,LLMnote,helpful,1.0
316,114,Community,not helpful,0.0
316,114,LLMnote,helpful,1.0
316,124,Community,not helpful,0.0
316,124,LLMnote,somewhat helpful,0.5
316,142,Community,not helpful,0.0
316,142,LLMnote,helpful,1.0
319,1,Community,somewhat helpful,0.5
319,1,LLMnote,somewhat helpful,0.5
319,3,Community,helpful,1.0
319,3,LLMnote,helpful,1.0
319,16,Community,helpful,1.0
319,16,LLMnote,helpful,1.0
319,19,Community,somewhat helpful,0.5
319,19,LLMnote,helpful,1.0
319,23,Community,helpful,1.0
319,23,LLMnote,helpful,1.0
319,24,Community,somewhat helpful,0.5
319,24,LLMnote,helpful,1.0
319,28,Community,somewhat helpful,0.5
319,28,LLMnote,helpful,1.0
319,30,Community,somewhat helpful,0.5
319,30,LLMnote,helpful,1.0
319,50,Community,somewhat helpful,0.5
319,50,LLMnote,helpful,1.0
319,59,Community,somewhat helpful,0.5
319,59,LLMnote,helpful,1.0
319,72,Community,somewhat helpful,0.5
319,72,LLMnote,somewhat helpful,0.5
319,77,Community,somewhat helpful,0.5
319,77,LLMnote,helpful,1.0
319,82,Community,helpful,1.0
319,82,LLMnote,helpful,1.0
319,85,Community,somewhat helpful,0.5
319,85,LLMnote,somewhat helpful,0.5
319,86,Community,helpful,1.0
319,86,LLMnote,somewhat helpful,0.5
319,94,Community,somewhat helpful,0.5
319,94,LLMnote,helpful,1.0
319,101,Community,somewhat helpful,0.5
319,101,LLMnote,helpful,1.0
319,102,Community,somewhat helpful,0.5
319,102,LLMnote,somewhat helpful,0.5
319,106,Community,somewhat helpful,0.5
319,106,LLMnote,helpful,1.0
319,107,Community,helpful,1.0
319,107,LLMnote,somewhat helpful,0.5
304,12,Community,helpful,1.0
304,12,LLMnote,helpful,1.0
304,21,Community,somewhat helpful,0.5
304,21,LLMnote,somewhat helpful,0.5
304,36,Community,somewhat helpful,0.5
304,36,LLMnote,helpful,1.0
304,49,Community,somewhat helpful,0.5
304,49,LLMnote,helpful,1.0
304,52,Community,helpful,1.0
304,52,LLMnote,helpful,1.0
304,65,Community,helpful,1.0
304,65,LLMnote,helpful,1.0
304,69,Community,helpful,1.0
304,69,LLMnote,helpful,1.0
304,75,Community,somewhat helpful,0.5
304,75,LLMnote,helpful,1.0
304,76,Community,helpful,1.0
304,76,LLMnote,helpful,1.0
304,81,Community,helpful,1.0
304,81,LLMnote,helpful,1.0
304,83,Community,helpful,1.0
304,83,LLMnote,helpful,1.0
304,92,Community,somewhat helpful,0.5
304,92,LLMnote,helpful,1.0
304,93,Community,helpful,1.0
304,93,LLMnote,helpful,1.0
304,98,Community,helpful,1.0
304,98,LLMnote,helpful,1.0
304,99,Community,helpful,1.0
304,99,LLMnote,helpful,1.0
304,110,Community,not helpful,0.0
304,110,LLMnote,not helpful,0.0
304,111,Community,helpful,1.0
304,111,LLMnote,helpful,1.0
304,112,Community,helpful,1.0
304,112,LLMnote,helpful,1.0
304,114,Community,helpful,1.0
304,114,LLMnote,somewhat helpful,0.5
304,123,Community,helpful,1.0
304,123,LLMnote,helpful,1.0
338,12,Community,helpful,1.0
338,12,LLMnote,helpful,1.0
338,21,Community,helpful,1.0
338,21,LLMnote,somewhat helpful,0.5
338,23,Community,not helpful,0.0
338,23,LLMnote,helpful,1.0
338,31,Community,somewhat helpful,0.5
338,31,LLMnote,somewhat helpful,0.5
338,32,Community,somewhat helpful,0.5
338,32,LLMnote,helpful,1.0
338,36,Community,somewhat helpful,0.5
338,36,LLMnote,helpful,1.0
338,49,Community,somewhat helpful,0.5
338,49,LLMnote,helpful,1.0
338,52,Community,somewhat helpful,0.5
338,52,LLMnote,helpful,1.0
338,62,Community,somewhat helpful,0.5
338,62,LLMnote,helpful,1.0
338,69,Community,somewhat helpful,0.5
338,69,LLMnote,helpful,1.0
338,70,Community,somewhat helpful,0.5
338,70,LLMnote,helpful,1.0
338,72,Community,helpful,1.0
338,72,LLMnote,helpful,1.0
338,74,Community,somewhat helpful,0.5
338,74,LLMnote,helpful,1.0
338,75,Community,somewhat helpful,0.5
338,75,LLMnote,helpful,1.0
338,82,Community,somewhat helpful,0.5
338,82,LLMnote,helpful,1.0
338,93,Community,not helpful,0.0
338,93,LLMnote,helpful,1.0
338,98,Community,somewhat helpful,0.5
338,98,LLMnote,helpful,1.0
338,99,Community,somewhat helpful,0.5
338,99,LLMnote,helpful,1.0
338,110,Community,somewhat helpful,0.5
338,110,LLMnote,helpful,1.0
338,123,Community,somewhat helpful,0.5
338,123,LLMnote,helpful,1.0
430,1,Community,not helpful,0.0
430,1,LLMnote,somewhat helpful,0.5
430,2,Community,helpful,1.0
430,2,LLMnote,helpful,1.0
430,3,Community,helpful,1.0
430,3,LLMnote,somewhat helpful,0.5
430,16,Community,somewhat helpful,0.5
430,16,LLMnote,somewhat helpful,0.5
430,21,Community,helpful,1.0
430,21,LLMnote,somewhat helpful,0.5
430,23,Community,somewhat helpful,0.5
430,23,LLMnote,not helpful,0.0
430,24,Community,helpful,1.0
430,24,LLMnote,somewhat helpful,0.5
430,29,Community,somewhat helpful,0.5
430,29,LLMnote,somewhat helpful,0.5
430,31,Community,not helpful,0.0
430,31,LLMnote,helpful,1.0
430,52,Community,helpful,1.0
430,52,LLMnote,helpful,1.0
430,62,Community,somewhat helpful,0.5
430,62,LLMnote,somewhat helpful,0.5
430,68,Community,somewhat helpful,0.5
430,68,LLMnote,not helpful,0.0
430,72,Community,somewhat helpful,0.5
430,72,LLMnote,helpful,1.0
430,79,Community,somewhat helpful,0.5
430,79,LLMnote,not helpful,0.0
430,81,Community,somewhat helpful,0.5
430,81,LLMnote,somewhat helpful,0.5
430,91,Community,somewhat helpful,0.5
430,91,LLMnote,helpful,1.0
430,98,Community,helpful,1.0
430,98,LLMnote,somewhat helpful,0.5
430,109,Community,helpful,1.0
430,109,LLMnote,somewhat helpful,0.5
430,112,Community,somewhat helpful,0.5
430,112,LLMnote,somewhat helpful,0.5
430,122,Community,helpful,1.0
430,122,LLMnote,somewhat helpful,0.5
321,31,Community,helpful,1.0
321,31,LLMnote,helpful,1.0
321,35,Community,somewhat helpful,0.5
321,35,LLMnote,helpful,1.0
321,36,Community,somewhat helpful,0.5
321,36,LLMnote,helpful,1.0
321,50,Community,somewhat helpful,0.5
321,50,LLMnote,helpful,1.0
321,52,Community,somewhat helpful,0.5
321,52,LLMnote,helpful,1.0
321,60,Community,not helpful,0.0
321,60,LLMnote,helpful,1.0
321,65,Community,somewhat helpful,0.5
321,65,LLMnote,helpful,1.0
321,77,Community,somewhat helpful,0.5
321,77,LLMnote,helpful,1.0
321,82,Community,somewhat helpful,0.5
321,82,LLMnote,helpful,1.0
321,83,Community,somewhat helpful,0.5
321,83,LLMnote,helpful,1.0
321,85,Community,somewhat helpful,0.5
321,85,LLMnote,helpful,1.0
321,91,Community,somewhat helpful,0.5
321,91,LLMnote,helpful,1.0
321,92,Community,somewhat helpful,0.5
321,92,LLMnote,helpful,1.0
321,94,Community,helpful,1.0
321,94,LLMnote,somewhat helpful,0.5
321,102,Community,helpful,1.0
321,102,LLMnote,somewhat helpful,0.5
321,106,Community,somewhat helpful,0.5
321,106,LLMnote,helpful,1.0
321,110,Community,not helpful,0.0
321,110,LLMnote,helpful,1.0
321,111,Community,helpful,1.0
321,111,LLMnote,somewhat helpful,0.5
321,112,Community,somewhat helpful,0.5
321,112,LLMnote,helpful,1.0
321,142,Community,helpful,1.0
321,142,LLMnote,helpful,1.0
307,1,Community,somewhat helpful,0.5
307,1,LLMnote,somewhat helpful,0.5
307,2,Community,helpful,1.0
307,2,LLMnote,helpful,1.0
307,7,Community,helpful,1.0
307,7,LLMnote,helpful,1.0
307,12,Community,helpful,1.0
307,12,LLMnote,helpful,1.0
307,19,Community,somewhat helpful,0.5
307,19,LLMnote,somewhat helpful,0.5
307,24,Community,helpful,1.0
307,24,LLMnote,somewhat helpful,0.5
307,28,Community,somewhat helpful,0.5
307,28,LLMnote,somewhat helpful,0.5
307,30,Community,helpful,1.0
307,30,LLMnote,somewhat helpful,0.5
307,32,Community,somewhat helpful,0.5
307,32,LLMnote,helpful,1.0
307,34,Community,helpful,1.0
307,34,LLMnote,helpful,1.0
307,35,Community,somewhat helpful,0.5
307,35,LLMnote,somewhat helpful,0.5
307,50,Community,somewhat helpful,0.5
307,50,LLMnote,helpful,1.0
307,52,Community,helpful,1.0
307,52,LLMnote,helpful,1.0
307,68,Community,helpful,1.0
307,68,LLMnote,somewhat helpful,0.5
307,74,Community,helpful,1.0
307,74,LLMnote,somewhat helpful,0.5
307,77,Community,helpful,1.0
307,77,LLMnote,helpful,1.0
307,92,Community,helpful,1.0
307,92,LLMnote,somewhat helpful,0.5
307,101,Community,helpful,1.0
307,101,LLMnote,helpful,1.0
307,124,Community,helpful,1.0
307,124,LLMnote,helpful,1.0
307,142,Community,somewhat helpful,0.5
307,142,LLMnote,helpful,1.0
341,1,Community,somewhat helpful,0.5
341,1,LLMnote,somewhat helpful,0.5
341,2,Community,helpful,1.0
341,2,LLMnote,helpful,1.0
341,16,Community,somewhat helpful,0.5
341,16,LLMnote,helpful,1.0
341,19,Community,somewhat helpful,0.5
341,19,LLMnote,helpful,1.0
341,24,Community,helpful,1.0
341,24,LLMnote,somewhat helpful,0.5
341,28,Community,somewhat helpful,0.5
341,28,LLMnote,helpful,1.0
341,29,Community,somewhat helpful,0.5
341,29,LLMnote,helpful,1.0
341,31,Community,somewhat helpful,0.5
341,31,LLMnote,helpful,1.0
341,34,Community,somewhat helpful,0.5
341,34,LLMnote,helpful,1.0
341,49,Community,somewhat helpful,0.5
341,49,LLMnote,helpful,1.0
341,62,Community,somewhat helpful,0.5
341,62,LLMnote,helpful,1.0
341,65,Community,somewhat helpful,0.5
341,65,LLMnote,helpful,1.0
341,68,Community,somewhat helpful,0.5
341,68,LLMnote,helpful,1.0
341,72,Community,not helpful,0.0
341,72,LLMnote,helpful,1.0
341,82,Community,somewhat helpful,0.5
341,82,LLMnote,helpful,1.0
341,83,Community,somewhat helpful,0.5
341,83,LLMnote,helpful,1.0
341,93,Community,helpful,1.0
341,93,LLMnote,helpful,1.0
341,102,Community,helpful,1.0
341,102,LLMnote,somewhat helpful,0.5
341,106,Community,helpful,1.0
341,106,LLMnote,helpful,1.0
341,107,Community,helpful,1.0
341,107,LLMnote,helpful,1.0
306,1,Community,helpful,1.0
306,1,LLMnote,helpful,1.0
306,7,Community,helpful,1.0
306,7,LLMnote,helpful,1.0
306,12,Community,somewhat helpful,0.5
306,12,LLMnote,helpful,1.0
306,16,Community,helpful,1.0
306,16,LLMnote,helpful,1.0
306,21,Community,helpful,1.0
306,21,LLMnote,somewhat helpful,0.5
306,24,Community,somewhat helpful,0.5
306,24,LLMnote,somewhat helpful,0.5
306,28,Community,helpful,1.0
306,28,LLMnote,helpful,1.0
306,31,Community,helpful,1.0
306,31,LLMnote,somewhat helpful,0.5
306,34,Community,somewhat helpful,0.5
306,34,LLMnote,somewhat helpful,0.5
306,35,Community,helpful,1.0
306,35,LLMnote,somewhat helpful,0.5
306,36,Community,helpful,1.0
306,36,LLMnote,somewhat helpful,0.5
306,46,Community,helpful,1.0
306,46,LLMnote,helpful,1.0
306,49,Community,somewhat helpful,0.5
306,49,LLMnote,somewhat helpful,0.5
306,50,Community,somewhat helpful,0.5
306,50,LLMnote,somewhat helpful,0.5
306,62,Community,helpful,1.0
306,62,LLMnote,helpful,1.0
306,69,Community,somewhat helpful,0.5
306,69,LLMnote,somewhat helpful,0.5
306,79,Community,somewhat helpful,0.5
306,79,LLMnote,somewhat helpful,0.5
306,82,Community,somewhat helpful,0.5
306,82,LLMnote,helpful,1.0
306,98,Community,somewhat helpful,0.5
306,98,LLMnote,somewhat helpful,0.5
306,110,Community,somewhat helpful,0.5
306,110,LLMnote,somewhat helpful,0.5
